"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2017","Median","Male","Part-Time","Total","South West","Professional occupations","Total","Total","Total","18468","acceptable"
"2017","Median","Male","Part-Time","Total","South West","Skilled trades occupations","Total","Total","Total","11172","acceptable"
"2017","Median","Male","Part-Time","Total","South West","Sales and customer service occupations","Total","Total","Total","7666","reasonably precise"
"2017","Median","Male","Part-Time","Total","South West","Process, plant and machine operatives","Total","Total","Total","9519","acceptable"
"2017","Median","Male","Part-Time","Total","Wales","Total","Total","Total","Total","9262","acceptable"
"2017","Median","Male","Part-Time","Total","Wales","Process, plant and machine operatives","Total","Total","Total","9165","acceptable"
"2017","Median","Male","Part-Time","Total","Scotland","Total","Total","Total","Total","9993","reasonably precise"
"2017","Median","Male","Part-Time","Total","Scotland","Professional occupations","Total","Total","Total","16027","acceptable"
"2017","Median","Male","Part-Time","Total","Scotland","Sales and customer service occupations","Total","Total","Total","8487","acceptable"
"2017","Median","Male","Part-Time","Total","Scotland","Process, plant and machine operatives","Total","Total","Total","8786","acceptable"
"2017","Median","Male","Part-Time","Total","Scotland","Elementary occupations","Total","Total","Total","7669","acceptable"
"2017","Median","Female","Full-Time","Total","Total","Managers, directors and senior officials","Total","Total","Total","37284","Total"
"2017","Median","Female","Full-Time","Total","Total","Professional occupations","Total","Total","Total","35000","Total"
"2017","Median","Female","Full-Time","Total","Total","Associate professional and technical occupations","Total","Total","Total","28641","Total"
"2017","Median","Female","Full-Time","Total","Total","Administrative and secretarial occupations","Total","Total","Total","21630","Total"
"2017","Median","Female","Full-Time","Total","Total","Skilled trades occupations","Total","Total","Total","18864","Total"
"2017","Median","Female","Full-Time","Total","Total","Caring, leisure and other service occupations","Total","Total","Total","17435","Total"
"2017","Median","Female","Full-Time","Total","Total","Sales and customer service occupations","Total","Total","Total","17975","Total"
"2017","Median","Female","Full-Time","Total","Total","Process, plant and machine operatives","Total","Total","Total","17881","Total"
"2017","Median","Female","Full-Time","Total","Total","Elementary occupations","Total","Total","Total","16182","Total"
"2017","Median","Female","Full-Time","Total","North East","Total","Total","Total","Total","23090","Total"
"2017","Median","Female","Full-Time","Total","North East","Managers, directors and senior officials","Total","Total","Total","33744","acceptable"
"2017","Median","Female","Full-Time","Total","North East","Professional occupations","Total","Total","Total","31695","Total"
"2017","Median","Female","Full-Time","Total","North East","Associate professional and technical occupations","Total","Total","Total","25827","Total"
"2017","Median","Female","Full-Time","Total","North East","Administrative and secretarial occupations","Total","Total","Total","20244","reasonably precise"
"2017","Median","Female","Full-Time","Total","North East","Skilled trades occupations","Total","Total","Total","17833","acceptable"
"2017","Median","Female","Full-Time","Total","North East","Caring, leisure and other service occupations","Total","Total","Total","17140","Total"
"2017","Median","Female","Full-Time","Total","North East","Sales and customer service occupations","Total","Total","Total","17045","reasonably precise"
"2017","Median","Female","Full-Time","Total","North East","Elementary occupations","Total","Total","Total","14956","Total"
"2017","Median","Female","Full-Time","Total","North West","Total","Total","Total","Total","23936","Total"
"2017","Median","Female","Full-Time","Total","North West","Managers, directors and senior officials","Total","Total","Total","33984","reasonably precise"
"2017","Median","Female","Full-Time","Total","North West","Professional occupations","Total","Total","Total","33961","Total"
"2017","Median","Female","Full-Time","Total","North West","Associate professional and technical occupations","Total","Total","Total","27373","Total"
"2017","Median","Female","Full-Time","Total","North West","Administrative and secretarial occupations","Total","Total","Total","20586","Total"
"2017","Median","Female","Full-Time","Total","North West","Skilled trades occupations","Total","Total","Total","17615","reasonably precise"
"2017","Median","Female","Full-Time","Total","North West","Caring, leisure and other service occupations","Total","Total","Total","16985","Total"
"2017","Median","Female","Full-Time","Total","North West","Sales and customer service occupations","Total","Total","Total","17714","Total"
"2017","Median","Female","Full-Time","Total","North West","Process, plant and machine operatives","Total","Total","Total","18352","reasonably precise"
"2017","Median","Female","Full-Time","Total","North West","Elementary occupations","Total","Total","Total","16276","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Total","Total","Total","Total","22657","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total","Total","Total","32183","reasonably precise"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Professional occupations","Total","Total","Total","32019","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total","Total","Total","25951","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total","Total","Total","19679","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Skilled trades occupations","Total","Total","Total","17715","reasonably precise"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total","Total","Total","16767","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total","Total","Total","17931","Total"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total","Total","Total","16757","reasonably precise"
"2017","Median","Female","Full-Time","Total","Yorkshire and The Humber","Elementary occupations","Total","Total","Total","15828","Total"
"2017","Median","Female","Full-Time","Total","East Midlands","Total","Total","Total","Total","22157","Total"
"2017","Median","Female","Full-Time","Total","East Midlands","Managers, directors and senior officials","Total","Total","Total","31432","acceptable"
"2017","Median","Female","Full-Time","Total","East Midlands","Professional occupations","Total","Total","Total","32505","Total"
"2017","Median","Female","Full-Time","Total","East Midlands","Associate professional and technical occupations","Total","Total","Total","26413","Total"
"2017","Median","Female","Full-Time","Total","East Midlands","Administrative and secretarial occupations","Total","Total","Total","19613","Total"
"2017","Median","Female","Full-Time","Total","East Midlands","Skilled trades occupations","Total","Total","Total","19326","reasonably precise"
"2017","Median","Female","Full-Time","Total","East Midlands","Caring, leisure and other service occupations","Total","Total","Total","16150","Total"
"2017","Median","Female","Full-Time","Total","East Midlands","Sales and customer service occupations","Total","Total","Total","17394","reasonably precise"
