"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2017","Median","Male","Total","Total","South East","Sales and customer service occupations","Total",NA,NA,"16538","Total"
"2017","Median","Male","Total","Total","South East","Process, plant and machine operatives","Total",NA,NA,"25342","Total"
"2017","Median","Male","Total","Total","South East","Elementary occupations","Total",NA,NA,"18822","Total"
"2017","Median","Male","Total","Total","South West","Total","Total",NA,NA,"27171","Total"
"2017","Median","Male","Total","Total","South West","Managers, directors and senior officials","Total",NA,NA,"36870","reasonably precise"
"2017","Median","Male","Total","Total","South West","Professional occupations","Total",NA,NA,"38771","Total"
"2017","Median","Male","Total","Total","South West","Associate professional and technical occupations","Total",NA,NA,"30717","Total"
"2017","Median","Male","Total","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"22525","acceptable"
"2017","Median","Male","Total","Total","South West","Skilled trades occupations","Total",NA,NA,"25929","Total"
"2017","Median","Male","Total","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"14631","reasonably precise"
"2017","Median","Male","Total","Total","South West","Sales and customer service occupations","Total",NA,NA,"15313","Total"
"2017","Median","Male","Total","Total","South West","Process, plant and machine operatives","Total",NA,NA,"22720","Total"
"2017","Median","Male","Total","Total","South West","Elementary occupations","Total",NA,NA,"18150","Total"
"2017","Median","Male","Total","Total","Wales","Total","Total",NA,NA,"25733","Total"
"2017","Median","Male","Total","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"35205","acceptable"
"2017","Median","Male","Total","Total","Wales","Professional occupations","Total",NA,NA,"37502","Total"
"2017","Median","Male","Total","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"29985","Total"
"2017","Median","Male","Total","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"21354","Total"
"2017","Median","Male","Total","Total","Wales","Skilled trades occupations","Total",NA,NA,"26639","reasonably precise"
"2017","Median","Male","Total","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,"17237","reasonably precise"
"2017","Median","Male","Total","Total","Wales","Sales and customer service occupations","Total",NA,NA,"15680","acceptable"
"2017","Median","Male","Total","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"21837","reasonably precise"
"2017","Median","Male","Total","Total","Wales","Elementary occupations","Total",NA,NA,"17780","reasonably precise"
"2017","Median","Male","Total","Total","Scotland","Total","Total",NA,NA,"28207","Total"
"2017","Median","Male","Total","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"44302","Total"
"2017","Median","Male","Total","Total","Scotland","Professional occupations","Total",NA,NA,"37993","Total"
"2017","Median","Male","Total","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"32348","Total"
"2017","Median","Male","Total","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"22071","reasonably precise"
"2017","Median","Male","Total","Total","Scotland","Skilled trades occupations","Total",NA,NA,"27094","Total"
"2017","Median","Male","Total","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"18201","reasonably precise"
"2017","Median","Male","Total","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"16567","Total"
"2017","Median","Male","Total","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"24467","reasonably precise"
"2017","Median","Male","Total","Total","Scotland","Elementary occupations","Total",NA,NA,"18364","Total"
"2017","Median","Male","Total","Total","Northern Ireland","Total","Total",NA,NA,"24324","Total"
"2017","Median","Female","Total","Total","","Managers, directors and senior officials","Total",NA,NA,"33000","Total"
"2017","Median","Female","Total","Total","","Professional occupations","Total",NA,NA,"30233","Total"
"2017","Median","Female","Total","Total","","Associate professional and technical occupations","Total",NA,NA,"25694","Total"
"2017","Median","Female","Total","Total","","Administrative and secretarial occupations","Total",NA,NA,"17150","Total"
"2017","Median","Female","Total","Total","","Skilled trades occupations","Total",NA,NA,"15505","Total"
"2017","Median","Female","Total","Total","","Caring, leisure and other service occupations","Total",NA,NA,"13178","Total"
"2017","Median","Female","Total","Total","","Sales and customer service occupations","Total",NA,NA,"10914","Total"
"2017","Median","Female","Total","Total","","Process, plant and machine operatives","Total",NA,NA,"16476","Total"
"2017","Median","Female","Total","Total","","Elementary occupations","Total",NA,NA,"8127","Total"
"2017","Median","Female","Total","Total","North East","Total","Total",NA,NA,"17175","Total"
"2017","Median","Female","Total","Total","North East","Managers, directors and senior officials","Total",NA,NA,"29853","acceptable"
"2017","Median","Female","Total","Total","North East","Professional occupations","Total",NA,NA,"29389","Total"
"2017","Median","Female","Total","Total","North East","Associate professional and technical occupations","Total",NA,NA,"22702","Total"
"2017","Median","Female","Total","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"16224","reasonably precise"
"2017","Median","Female","Total","Total","North East","Skilled trades occupations","Total",NA,NA,"16311","acceptable"
"2017","Median","Female","Total","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"14067","Total"
"2017","Median","Female","Total","Total","North East","Sales and customer service occupations","Total",NA,NA,"10834","reasonably precise"
"2017","Median","Female","Total","Total","North East","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2017","Median","Female","Total","Total","North East","Elementary occupations","Total",NA,NA,"6928","acceptable"
"2017","Median","Female","Total","Total","North West","Total","Total",NA,NA,"17888","Total"
"2017","Median","Female","Total","Total","North West","Managers, directors and senior officials","Total",NA,NA,"30013","reasonably precise"
"2017","Median","Female","Total","Total","North West","Professional occupations","Total",NA,NA,"30283","Total"
"2017","Median","Female","Total","Total","North West","Associate professional and technical occupations","Total",NA,NA,"24611","Total"
"2017","Median","Female","Total","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"17483","Total"
"2017","Median","Female","Total","Total","North West","Skilled trades occupations","Total",NA,NA,NA,"unacceptable"
"2017","Median","Female","Total","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"13219","Total"
"2017","Median","Female","Total","Total","North West","Sales and customer service occupations","Total",NA,NA,"10989","reasonably precise"
"2017","Median","Female","Total","Total","North West","Process, plant and machine operatives","Total",NA,NA,"17021","reasonably precise"
"2017","Median","Female","Total","Total","North West","Elementary occupations","Total",NA,NA,"7409","reasonably precise"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Total","Total",NA,NA,"16551","Total"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"29662","reasonably precise"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"28795","Total"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"22430","Total"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"16000","Total"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"14526","reasonably precise"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"12681","Total"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"10311","Total"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"15141","acceptable"
"2017","Median","Female","Total","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"8213","reasonably precise"
"2017","Median","Female","Total","Total","East Midlands","Total","Total",NA,NA,"16150","Total"
"2017","Median","Female","Total","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"28564","acceptable"
"2017","Median","Female","Total","Total","East Midlands","Professional occupations","Total",NA,NA,"27798","Total"
"2017","Median","Female","Total","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"24500","Total"
"2017","Median","Female","Total","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"15600","Total"
"2017","Median","Female","Total","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"13391","acceptable"
"2017","Median","Female","Total","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"12029","Total"
"2017","Median","Female","Total","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"10709","Total"
"2017","Median","Female","Total","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"15969","Total"
"2017","Median","Female","Total","Total","East Midlands","Elementary occupations","Total",NA,NA,"8520","reasonably precise"
"2017","Median","Female","Total","Total","West Midlands","Total","Total",NA,NA,"17023","Total"
"2017","Median","Female","Total","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"29526","reasonably precise"
